day_id,is_labourer,household_id,person_num,day_date,day_type,day_traveled,reason_not_traveled,reason_not_traveled_other,home_based,start_latlon,start_community,start_road,start_building,start_poi,start_emirate,interviewer_id,interviewer_company,interview_date,interview_time,person_id,interviewer_company_num,person_group,person_weight,wt
3123,0.0,4589,3.0,2014-05-18,1,1,-999,,1,"25.273786,55.384011",AL Qusais 2/ 233,Damascus Street,Emaadi Bld 1,-,1,TTF-D-22,tf,2014-05-19,22:11:00,458903,233,15,130.21073041148955,1
3124,0.0,4589,4.0,2014-05-18,1,1,-999,,1,"25.273786,55.384011",AL Qusais 2/ 233,Damascus Street,Emaadi Bld 1,-,1,TTF-D-22,tf,2014-05-19,22:11:00,458904,233,15,130.21073041148955,1
3125,0.0,4591,1.0,2014-05-18,1,1,-999,,1,"25.273776,55.384011",Al qusais 2/233,17A,Emaadi bld 1,-,1,TTF-D-22,tf,2014-05-19,23:25:00,459101,233,5,312.43590280350423,1
3126,0.0,4591,2.0,2014-05-18,1,1,-999,,1,"25.273776,55.384011",Al qusais 2/233,17A,Emaadi bld 1,-,1,TTF-D-22,tf,2014-05-19,23:25:00,459102,233,9,47.76059746238417,1
3127,0.0,4593,1.0,2014-05-18,1,1,-999,,1,"25.273417,55.383732",Al QUsais 2/233,17 A,-,-,1,TTF-D-22,tf,2014-05-19,23:55:00,459301,233,4,322.9406979257195,1
3128,0.0,4593,2.0,2014-05-18,1,2,2,,-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-19,23:56:00,459302,233,9,126.16154736015704,1
3129,0.0,4594,1.0,2014-05-18,1,1,-999,,1,"25.273407,55.383679",Al Qusais2/233,17 A,-,-,1,TTF-D-22,tf,2014-05-20,00:10:00,459401,233,4,320.48860646231344,1
3130,0.0,4594,2.0,2014-05-18,1,2,4, Injured - therefore off rom hospital,-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-20,00:10:00,459402,233,11,143.47623506458262,1
3131,0.0,4595,1.0,2014-05-18,1,1,-999,,1,"25.273378,55.383689",al Qusais 2/ 233,17a,-,-,1,TTF-D-22,tf,2014-05-20,00:28:00,459501,233,4,121.32640764804857,1
3132,0.0,4595,2.0,2014-05-18,1,1,-999,,1,"25.273378,55.383689",al Qusais 2/ 233,17a,-,-,1,TTF-D-22,tf,2014-05-20,00:28:00,459502,233,9,126.16154736015704,1
3133,0.0,4602,1.0,2014-05-18,1,1,-999,,1,"25.273398,55.383668",Al Qusais 2/ 233,17A,-,-,1,TTF-D-22,tf,2014-05-20,00:45:00,460201,233,4,168.9285877759726,1
3134,0.0,4602,2.0,2014-05-18,1,1,-999,,1,"25.273398,55.383668",Al Qusais 2/ 233,17A,-,-,1,TTF-D-22,tf,2014-05-20,00:45:00,460202,233,11,143.47623506458262,1
3135,0.0,3559,1.0,2014-05-19,2,1,-999,,1,"25.250441,55.413623",Al Muhaisnah 1/261,37 St,Villa 1,Dubai Medical College For Girls,1,TTF-D-22,tf,2014-05-20,21:30:00,355901,261,1,75.06808688034808,1
3136,0.0,3559,2.0,2014-05-19,2,1,-999,,1,"25.250441,55.413623",Al Muhaisnah 1/261,37 St,Villa 1,Dubai Medical College For Girls,1,TTF-D-22,tf,2014-05-20,21:30:00,355902,261,2,116.79118990683658,1
3137,0.0,3559,5.0,2014-05-19,2,2,4,House maid - No trips recoreded,-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-20,21:30:00,355905,261,12,168.92448497884968,1
3138,0.0,3560,1.0,2014-05-19,2,1,-999,,1,"25.250868,55.412829",Al Muhasinah 1/ 261,37street,Villa 7,Dubai Medical College For Girls,1,TTF-D-22,tf,2014-05-20,22:13:00,356001,261,1,119.74138612599405,1
3139,0.0,3560,2.0,2014-05-19,2,1,-999,,1,"25.250868,55.412829",Al Muhasinah 1/ 261,37street,Villa 7,Dubai Medical College For Girls,1,TTF-D-22,tf,2014-05-20,22:13:00,356002,261,2,116.79118990683658,1
3140,0.0,3560,3.0,2014-05-19,2,1,-999,,1,"25.250868,55.412829",Al Muhasinah 1/ 261,37street,Villa 7,Dubai Medical College For Girls,1,TTF-D-22,tf,2014-05-20,22:13:00,356003,261,17,31.664215280634835,1
3141,0.0,3560,4.0,2014-05-19,2,1,-999,,1,"25.250868,55.412829",Al Muhasinah 1/ 261,37street,Villa 7,Dubai Medical College For Girls,1,TTF-D-22,tf,2014-05-20,22:13:00,356004,261,17,31.664215280634835,1
3142,0.0,3561,1.0,2014-05-19,2,1,-999,,1,"25.250984,55.411928",Al Muhasinah 1/261,37street,villa - 11,Dubai Medical Cllege for girls,1,TTF-D-22,tf,2014-05-20,22:47:00,356101,261,1,119.74138612599405,1
3143,0.0,3561,2.0,2014-05-19,2,2,4,"Too old to leave on her own, ",-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-20,22:48:00,356102,261,2,129.33756047131115,1
3144,0.0,3561,3.0,2014-05-19,2,2,4,Too Old to travel,-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-20,22:48:00,356103,261,2,129.33756047131115,1
3145,0.0,3561,4.0,2014-05-19,2,1,-999,,1,"25.250984,55.411928",Al Muhasinah 1/261,37street,villa - 11,Dubai Medical Cllege for girls,1,TTF-D-22,tf,2014-05-20,22:48:00,356104,261,1,75.06808688034808,1
3146,0.0,3562,1.0,2014-05-19,2,1,-999,,1,"25.251411,55.413558",AL Muhasinah1/261,37st,villa 2,Dubai medical College for girls,1,TTF-D-22,tf,2014-05-20,23:27:00,356201,261,2,116.79118990683658,1
3147,0.0,3562,2.0,2014-05-19,2,1,-999,,1,"25.251411,55.413558",AL Muhasinah1/261,37st,villa 2,Dubai medical College for girls,1,TTF-D-22,tf,2014-05-20,23:27:00,356202,261,2,116.79118990683658,1
3148,0.0,3562,3.0,2014-05-19,2,1,-999,,-1,,-,-,-,-,1,TTF-D-22,tf,2014-05-20,23:28:00,356203,261,1,244.03403567826498,1
3149,0.0,3562,4.0,2014-05-19,2,1,-999,,1,"25.251411,55.413558",AL Muhasinah1/261,37st,villa 2,Dubai medical College for girls,1,TTF-D-22,tf,2014-05-20,23:28:00,356204,261,1,119.74138612599405,1
3150,0.0,3563,1.0,2014-05-19,2,1,-999,,1,"25.250790,55.409696",Al Muhasinah1/261,37,villa 12,,1,TTF-D-22,tf,2014-05-20,23:41:00,356301,261,2,101.01896459016082,1
3151,0.0,3563,2.0,2014-05-19,2,1,-999,,1,"25.250790,55.409696",Al Muhasinah1/261,37,villa 12,,1,TTF-D-22,tf,2014-05-20,23:41:00,356302,261,1,119.74138612599405,1
3152,0.0,3563,3.0,2014-05-19,2,1,-999,,1,"25.250790,55.409696",Al Muhasinah1/261,37,villa 12,,1,TTF-D-22,tf,2014-05-20,23:41:00,356303,261,2,116.79118990683658,1
3153,0.0,3742,1.0,2014-05-22,5,1,-999,,1,"25.260105,55.302378",al Humriya /313,-,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,12:52:00,374201,313,6,263.07941531941816,1
3154,0.0,3742,2.0,2014-05-22,5,1,-999,,1,"25.260105,55.302378",al Humriya /313,-,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,12:52:00,374202,313,11,90.63538525151434,1
3155,0.0,3743,1.0,2014-05-22,5,1,-999,,1,"25.260037,55.302483",Al Hamriya/313,9 Strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:31:00,374301,313,9,71.88603819702487,1
3156,0.0,3743,2.0,2014-05-22,5,1,-999,,1,"25.260037,55.302483",Al Hamriya/313,9 Strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:32:00,374302,313,17,36.02305188496535,1
3157,0.0,3743,3.0,2014-05-22,5,1,-999,,1,"25.260037,55.302483",Al Hamriya/313,9 Strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:32:00,374303,313,16,40.50198425389878,1
3158,0.0,3743,4.0,2014-05-22,5,1,-999,,1,"25.260037,55.302483",Al Hamriya/313,9 Strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:32:00,374304,313,15,104.6668436138053,1
3159,0.0,3743,5.0,2014-05-22,5,1,-999,,1,"25.260037,55.302483",Al Hamriya/313,9 Strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:32:00,374305,313,4,240.15553610500473,1
3160,0.0,3744,1.0,2014-05-22,5,1,-999,,1,"25.260115,55.302483",Al Hamriya/313,9th strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:43:00,374401,313,6,263.07941531941816,1
3161,0.0,3744,2.0,2014-05-22,5,1,-999,,1,"25.260115,55.302483",Al Hamriya/313,9th strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:43:00,374402,313,11,514.1540209931089,1
3162,0.0,3744,3.0,2014-05-22,5,1,-999,,1,"25.260115,55.302483",Al Hamriya/313,9th strt,-,Burjuman MS,1,TTF-D-22,tf,2014-05-24,15:43:00,374403,313,16,41.44640239390308,1
3163,0.0,3747,1.0,2014-05-22,5,1,-999,,1,"25.258873,55.306656",AL humriya /313,20C,Khalifa al fahed properties,Burjuman MS/ holiday inn,1,TTF-D-22,tf,2014-05-24,19:49:00,374701,313,6,245.84746715985102,1
3164,0.0,3747,2.0,2014-05-22,5,1,-999,,1,"25.258873,55.306656",AL humriya /313,20C,Khalifa al fahed properties,Burjuman MS/ holiday inn,1,TTF-D-22,tf,2014-05-24,19:49:00,374702,313,11,90.63538525151434,1
3165,0.0,3750,1.0,2014-05-22,5,1,-999,,1,"25.259785,55.302494",Al Hamriya,12b street,,Burjuman,1,TTF-D-22,tf,2014-05-24,17:13:00,375001,313,4,102.24273704808265,1
3166,0.0,3750,2.0,2014-05-22,5,2,2,,-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-24,17:18:00,375002,313,11,90.63538525151434,1
3167,0.0,3750,3.0,2014-05-22,5,1,-999,,1,"25.259785,55.302494",Al Hamriya,12b street,,Burjuman,1,TTF-D-22,tf,2014-05-24,17:18:00,375003,313,17,24.420452869166564,1
3168,0.0,3750,4.0,2014-05-22,5,1,-999,,1,"25.259785,55.302494",Al Hamriya,12b street,,Burjuman,1,TTF-D-22,tf,2014-05-24,17:19:00,375004,313,17,36.02305188496535,1
3169,0.0,4809,1.0,2014-05-26,2,1,-999,,1,"25.108373,55.213680",Al Barsha 2/376,16 A strt,villa 33,MOE MS,1,TTF-D-22,tf,2014-05-27,22:39:00,480901,376,1,72.83157142034374,1
3170,0.0,4812,1.0,2014-05-26,2,1,-999,,1,"25.106877,55.212425",al barsha 2/376,16 a strt,villa 39,moe ms,1,TTF-D-22,tf,2014-05-27,23:13:00,481201,376,3,118.46610306476221,1
3171,0.0,4812,2.0,2014-05-26,2,1,-999,,1,"25.106877,55.212425",al barsha 2/376,16 a strt,villa 39,moe ms,1,TTF-D-22,tf,2014-05-27,23:13:00,481202,376,8,57.77049015974578,1
3172,0.0,4812,3.0,2014-05-26,2,1,-999,,1,"25.106877,55.212425",al barsha 2/376,16 a strt,villa 39,moe ms,1,TTF-D-22,tf,2014-05-27,23:14:00,481203,376,16,59.74520980585075,1
3173,0.0,4812,4.0,2014-05-26,2,1,-999,,1,"25.106877,55.212425",al barsha 2/376,16 a strt,villa 39,moe ms,1,TTF-D-22,tf,2014-05-27,23:14:00,481204,376,16,31.517047063721854,1
3174,0.0,4953,1.0,2014-05-27,3,1,-999,,1,"25.089058,55.192716",al barsha 3/ 375,39 strt,villa 61,bus stop/barsha park,1,TTF-D-22,tf,2014-05-28,00:04:00,495301,375,1,57.66464412285913,1
3175,0.0,4953,2.0,2014-05-27,3,1,-999,,1,"25.089058,55.192716",al barsha 3/ 375,39 strt,villa 61,bus stop/barsha park,1,TTF-D-22,tf,2014-05-28,00:04:00,495302,375,2,122.89930331216868,1
3176,0.0,4953,3.0,2014-05-27,3,1,-999,,1,"25.089058,55.192716",al barsha 3/ 375,39 strt,villa 61,bus stop/barsha park,1,TTF-D-22,tf,2014-05-28,00:04:00,495303,375,13,211.28411223325602,1
3177,0.0,5018,1.0,2014-05-28,4,1,-999,,1,"25.083928,55.205140",al barsha 3/375,52 strt,villa 21,barsha park,1,TTF-D-22,tf,2014-05-29,00:27:00,501801,376,1,57.66464412285913,1
3178,0.0,5018,2.0,2014-05-28,4,1,-999,,1,"25.083928,55.205140",al barsha 3/375,52 strt,villa 21,barsha park,1,TTF-D-22,tf,2014-05-29,00:27:00,501802,376,17,6.402593765335049,1
3179,0.0,5018,3.0,2014-05-28,4,1,-999,,1,"25.083928,55.205140",al barsha 3/375,52 strt,villa 21,barsha park,1,TTF-D-22,tf,2014-05-29,00:27:00,501803,376,2,122.89930331216868,1
3180,0.0,5018,4.0,2014-05-28,4,2,1,,-999,,,,,,1,TTF-D-22,tf,2014-05-29,00:27:00,501804,376,14,85.43606524731153,1
3181,0.0,5018,5.0,2014-05-28,4,2,4,dnt want to go,-999,,,,,,1,TTF-D-22,tf,2014-05-29,00:28:00,501805,376,17,6.402593765335049,1
3182,0.0,5021,1.0,2014-05-28,4,1,-999,,1,"25.084977,55.208058",al barsha 3/375,31d strt,villa 77,barsha park,1,TTF-D-22,tf,2014-05-29,00:49:00,502101,376,3,217.80145083575638,1
3183,0.0,5021,2.0,2014-05-28,4,1,-999,,1,"25.084977,55.208058",al barsha 3/375,31d strt,villa 77,barsha park,1,TTF-D-22,tf,2014-05-29,00:49:00,502102,376,9,61.08371335973447,1
3184,0.0,5021,3.0,2014-05-28,4,1,-999,,1,"25.084977,55.208058",al barsha 3/375,31d strt,villa 77,barsha park,1,TTF-D-22,tf,2014-05-29,00:50:00,502103,376,9,61.08371335973447,1
3185,0.0,5021,4.0,2014-05-28,4,1,-999,,1,"25.084977,55.208058",al barsha 3/375,31d strt,villa 77,barsha park,1,TTF-D-22,tf,2014-05-29,00:50:00,502104,376,4,214.89932211219465,1
3186,0.0,4623,1.0,2014-05-20,3,1,-999,,1,"25.296253,55.396607","Al Qusais Ind4, 247",Damascus Street,Ryal Building,Karachi Darbar,1,TTF-A-24,tf,2014-05-21,15:33:00,462301,247,4,132.85530963796526,1
3187,0.0,4623,2.0,2014-05-20,3,2,2,,-999,,-,-,-,-,1,TTF-A-24,tf,2014-05-21,15:33:00,462302,247,11,90.05960171505058,1
3188,0.0,4623,3.0,2014-05-20,3,1,-999,,1,"25.296253,55.396607","Al Qusais Ind4, 247",Damascus Street,Ryal Building,Karachi Darbar,1,TTF-A-24,tf,2014-05-21,15:33:00,462303,247,9,126.16154736015704,1
3189,0.0,4624,1.0,2014-05-20,3,1,-999,,1,"25.296156,55.397143","Al Qusais Ind 4 ,247",Damascus Street,Ryal Bldg,Karachi Darbar,1,TTF-A-24,tf,2014-05-21,15:48:00,462401,247,7,468.9414915950591,1
3190,0.0,4624,2.0,2014-05-20,3,1,-999,,1,"25.296156,55.397143","Al Qusais Ind 4 ,247",Damascus Street,Ryal Bldg,Karachi Darbar,1,TTF-A-24,tf,2014-05-21,15:48:00,462402,247,11,231.50308167039182,1
3191,0.0,4625,1.0,2014-05-20,3,1,-999,,1,"25.264180,55.451646",265 - oud al mateena,Tunis road,Villa 117,Near grand mosque,1,TTF-A-24,tf,2014-05-21,20:54:00,462501,265,1,119.74138612599405,1
3192,0.0,4625,2.0,2014-05-20,3,1,-999,,1,"25.264180,55.451646",265 - oud al mateena,Tunis road,Villa 117,Near grand mosque,1,TTF-A-24,tf,2014-05-21,20:55:00,462502,265,2,116.79118990683658,1
3193,0.0,4625,3.0,2014-05-20,3,1,-999,,1,"25.264180,55.451646",265 - oud al mateena,Tunis road,Villa 117,Near grand mosque,1,TTF-A-24,tf,2014-05-21,20:55:00,462503,265,14,88.13237079814931,1
3194,0.0,4625,4.0,2014-05-20,3,1,-999,,1,"25.264180,55.451646",265 - oud al mateena,Tunis road,Villa 117,Near grand mosque,1,TTF-A-24,tf,2014-05-21,20:55:00,462504,265,13,205.59434256137732,1
3195,0.0,4626,1.0,2014-05-20,3,1,-999,,1,"25.264171,55.453137",Oud Al Muteen,Tunis road,Vila 100,Near Grand Mosque,1,TTF-A-24,tf,2014-05-21,21:34:00,462601,265,2,116.79118990683658,1
3196,0.0,4626,2.0,2014-05-20,3,1,-999,,1,"25.264171,55.453137",Oud Al Muteen,Tunis road,Vila 100,Near Grand Mosque,1,TTF-A-24,tf,2014-05-21,21:35:00,462602,265,14,88.13237079814931,1
3197,0.0,4626,3.0,2014-05-20,3,1,-999,,1,"25.264171,55.453137",Oud Al Muteen,Tunis road,Vila 100,Near Grand Mosque,1,TTF-A-24,tf,2014-05-21,21:35:00,462603,265,14,88.13237079814931,1
3198,0.0,4626,4.0,2014-05-20,3,1,-999,,1,"25.264171,55.453137",Oud Al Muteen,Tunis road,Vila 100,Near Grand Mosque,1,TTF-A-24,tf,2014-05-21,21:35:00,462604,265,14,75.72091061973718,1
3199,0.0,4628,1.0,2014-05-20,3,1,-999,,1,"25.263734,55.452375","oud-al-muteena 1, 267",Tunis,villa 110,Grand Mosque,1,TTF-A-24,tf,2014-05-21,22:31:00,462801,265,1,75.06808688034808,1
3200,0.0,4628,3.0,2014-05-20,3,1,-999,,-1,,-,-,-,-,-999,TTF-A-24,tf,2014-05-21,22:31:00,462803,265,14,75.72091061973718,1
3201,0.0,4628,4.0,2014-05-20,3,1,-999,,1,"25.263734,55.452375","oud-al-muteena 1, 267",Tunis,villa 110,Grand Mosque,1,TTF-A-24,tf,2014-05-21,22:33:00,462804,265,14,75.72091061973718,1
3202,0.0,4628,5.0,2014-05-20,3,1,-999,,1,"25.263734,55.452375","oud-al-muteena 1, 267",Tunis,villa 110,Grand Mosque,1,TTF-A-24,tf,2014-05-21,22:33:00,462805,265,13,176.64100824734183,1
3203,0.0,4628,6.0,2014-05-20,3,1,-999,,1,"25.263734,55.452375","oud-al-muteena 1, 267",Tunis,villa 110,Grand Mosque,1,TTF-A-24,tf,2014-05-21,22:34:00,462806,265,13,205.59434256137732,1
3204,0.0,4628,7.0,2014-05-20,3,1,-999,,1,"25.263734,55.452375","oud-al-muteena 1, 267",Tunis,villa 110,Grand Mosque,1,TTF-A-24,tf,2014-05-21,22:34:00,462807,265,13,176.64100824734183,1
3205,0.0,5118,1.0,2014-05-29,5,1,-999,,1,"25.258854,55.299028",al humriya/313,musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,03:06:00,511801,313,6,232.80072576445318,1
3206,0.0,5118,2.0,2014-05-29,5,1,-999,,1,"25.258854,55.299028",al humriya/313,musallah rd,-,fahidi ms,1,TTF-D-22,tf,2014-05-31,03:06:00,511802,313,11,92.12483626939128,1
3207,0.0,5118,3.0,2014-05-29,5,2,4,Exam leave-,-999,,-,-,-,-,1,TTF-D-22,tf,2014-05-31,03:06:00,511803,313,15,104.6668436138053,1
3208,0.0,5267,1.0,2014-06-03,3,1,-999,,2,"25.230032,55.260683",Jumeira/332,35a strt,-,the village,1,TTF-D-22,tf,2014-06-04,17:56:00,526701,125,3,1500.9446110708436,1
3209,0.0,5268,1.0,2014-06-03,3,1,-999,,1,"25.262453,55.315948",125,3 strt,-,-,1,TTF-D-22,tf,2014-06-04,19:29:00,526801,125,4,355.30829408083304,1
3210,0.0,5268,2.0,2014-06-03,3,1,-999, ,1,"25.262453,55.315948",125,3 strt,-,-,1,TTF-D-22,tf,2014-06-04,19:30:00,526802,125,9,179.78220100056433,1
3211,0.0,5268,3.0,2014-06-03,3,1,-999, ,1,"25.262453,55.315948",125,3 strt,-,-,1,TTF-D-22,tf,2014-06-04,19:30:00,526803,125,17,120.8140049322954,1
3212,0.0,5268,4.0,2014-06-03,3,1,-999, ,1,"25.262453,55.315948",125,3 strt,-,-,1,TTF-D-22,tf,2014-06-04,19:30:00,526804,125,17,46.16135163643505,1
3213,0.0,5334,1.0,2014-06-04,4,1,-999,,1,"25.268294,55.294136",al ras/112,baniyas strt,-,al ras ms,1,TTF-D-22,tf,2014-06-05,14:32:00,533401,112,7,212.70624253275923,1
3214,0.0,5335,1.0,2014-06-04,4,1,-999,,1,"25.268294,55.294136",al ras/112,baniyas strt,-,al ras ms ,1,TTF-D-22,tf,2014-06-05,14:35:00,533501,112,5,381.4709206186834,1
3215,0.0,5335,2.0,2014-06-04,4,1,-999, ,1,"25.268294,55.294136",al ras/112,baniyas strt,-,al ras ms ,1,TTF-D-22,tf,2014-06-05,14:35:00,533502,112,11,162.37741924835836,1
3216,0.0,5335,3.0,2014-06-04,4,1,-999, ,1,"25.268294,55.294136",al ras/112,baniyas strt,-,al ras ms ,1,TTF-D-22,tf,2014-06-05,14:36:00,533503,112,11,506.5334587313777,1
3217,1.0,8565,1.0,2014-04-21,2,1,-999,,1,"25.261774,55.423365",,,,,1,TTF-D-21,tf,2014-04-22,18:02:00,856501,264,20,261.7864504617561,1
3218,1.0,8565,2.0,2014-04-21,2,1,-999,,1,"25.261774,55.423365",,,,,1,TTF-D-21,tf,2014-04-22,18:02:00,856502,264,20,261.7864504617561,1
3219,1.0,8565,3.0,2014-04-21,2,1,-999,,1,"25.261774,55.423365",,,,,1,TTF-D-21,tf,2014-04-22,18:03:00,856503,264,20,261.7864504617561,1
3220,1.0,8565,4.0,2014-04-21,2,1,-999,,1,"25.261774,55.423365",,,,,1,TTF-D-21,tf,2014-04-22,18:03:00,856504,264,20,261.7864504617561,1
3221,1.0,8566,1.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:19:00,856601,264,22,251.46234897681487,1
3222,1.0,8566,2.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:19:00,856602,264,20,261.7864504617561,1
3223,1.0,8567,1.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:30:00,856701,264,20,261.7864504617561,1
3224,1.0,8567,2.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:31:00,856702,264,20,261.7864504617561,1
3225,1.0,8567,3.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:31:00,856703,264,20,261.7864504617561,1
3226,1.0,8567,4.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:31:00,856704,264,20,261.7864504617561,1
3227,1.0,8568,1.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:44:00,856801,264,20,261.7864504617561,1
3228,1.0,8568,2.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:44:00,856802,264,20,261.7864504617561,1
3229,1.0,8568,3.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:44:00,856803,264,20,261.7864504617561,1
3230,1.0,8568,4.0,2014-04-21,2,1,-999,,1,"25.262123,55.423236",,,,,1,TTF-D-21,tf,2014-04-22,18:44:00,856804,264,20,261.7864504617561,1
3231,1.0,8639,1.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,18:34:00,863901,264,22,173.26423378094572,1
3232,1.0,8639,2.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,18:35:00,863902,264,22,251.46234897681487,1
3233,1.0,8639,3.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,18:36:00,863903,264,22,251.46234897681487,1
3234,1.0,8639,4.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,18:36:00,863904,264,22,251.46234897681487,1
3235,1.0,8639,5.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,18:36:00,863905,264,22,173.26423378094572,1
3236,1.0,8639,6.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,18:36:00,863906,264,22,251.46234897681487,1
3237,1.0,8640,1.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-23,19:14:00,864001,264,22,300.36912029400617,1
3238,1.0,8640,2.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-23,19:14:00,864002,264,22,251.46234897681487,1
3239,1.0,8640,3.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-23,19:14:00,864003,264,22,251.46234897681487,1
3240,1.0,8641,1.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:40:00,864101,264,20,261.7864504617561,1
3241,1.0,8641,2.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:41:00,864102,264,20,180.37781376834158,1
3242,1.0,8641,3.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:41:00,864103,264,20,180.37781376834158,1
3243,1.0,8641,4.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:41:00,864104,264,20,261.7864504617561,1
3244,1.0,8641,5.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:41:00,864105,264,20,180.37781376834158,1
3245,1.0,8641,6.0,2014-04-21,2,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:42:00,864106,264,20,180.37781376834158,1
3246,1.0,8641,7.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:42:00,864107,264,20,261.7864504617561,1
3247,1.0,8641,8.0,2014-04-22,3,1,-999,,1,"25.269924,55.429544",,,,Muhaisnah Cemetry,1,TTF-D-21,tf,2014-04-23,19:42:00,864108,264,20,261.7864504617561,1
3248,1.0,8707,1.0,2014-04-23,4,1,-999,,1,"25.267654,55.429523",Muhaisnah,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-24,18:12:00,870701,264,22,251.46234897681487,1
3249,1.0,8707,2.0,2014-04-23,4,1,-999,,1,"25.267654,55.429523",Muhaisnah,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-24,18:12:00,870702,264,20,180.37781376834158,1
3250,1.0,8707,3.0,2014-04-23,4,1,-999,,1,"25.267654,55.429523",Muhaisnah,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-24,18:13:00,870703,264,20,261.7864504617561,1
3251,1.0,8707,4.0,2014-04-23,4,1,-999,,1,"25.267654,55.429523",Muhaisnah,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-24,18:13:00,870704,264,22,251.46234897681487,1
3252,1.0,8707,5.0,2014-04-23,4,1,-999,,1,"25.267654,55.429523",Muhaisnah,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-24,18:13:00,870705,264,20,261.7864504617561,1
3253,1.0,8707,6.0,2014-04-23,4,1,-999,,1,"25.267654,55.429523",Muhaisnah,,,Muhaisnah Cemetery,1,TTF-D-21,tf,2014-04-24,18:13:00,870706,264,22,251.46234897681487,1
