household_id,has_labourer,hh_floors,hh_units,hh_under6yr,hh_over6yr,hh_maids,hh_under6yr_present,hh_over6yr_present,hh_tenure,hh_veh,hh_bikes,ptdist,hhincome,hhproptype,hhproptype_other,latlon,community,road,building,poi,emirate,interviewer_id,interviewer_company,interview_date,interview_time,interviewer_company_name,interviewer_company_num,home_zone_id,wt
1795,0.0,1.0,1.0,0.0,6.0,2.0,0.0,6.0,2,3.0,0.0,4,9,1,,"25.227848,55.437269",Mirdiff,71st Street,,Mirdiff Golden Gate,1,i4018,i4,2014-05-24,19:53:00,,251,389,1
1796,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2,5.0,0.0,4,10,1,,"25.228081,55.433514",Mirdiff,71st Street,,Mirdiff Golden Gate,1,i4018,i4,2014-05-24,20:26:00,,251,389,1
1797,0.0,1.0,43.0,2.0,5.0,0.0,2.0,5.0,1,3.0,0.0,4,4,1,,"25.230294,55.438728",,,,,1,I4005,i4,2014-05-24,18:57:00,,251,388,1
1798,0.0,1.0,44.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,3,3,1,,"25.230314,55.438578",Mirdif,-,Al Naboodah,-,1,I4005,i4,2014-05-24,19:44:00,,251,388,1
1799,0.0,1.0,44.0,0.0,3.0,1.0,0.0,3.0,2,2.0,0.0,3,3,1,,"25.230372,55.438814",Mirdif,-,Al Nab,,1,I4005,i4,2014-05-24,20:15:00,,251,388,1
1800,0.0,1.0,44.0,0.0,3.0,1.0,0.0,3.0,2,3.0,0.0,3,10,4,,"25.230042,55.439072",Mirdif,,,,1,I4005,i4,2014-05-24,20:44:00,,251,388,1
1801,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,2.0,0.0,4,9,1,,"25.228023,55.430274",Mirdiff,63D street,-,Mirdiff Golden Gate,1,i4016,i4,2014-05-24,18:13:00,,251,389,1
1802,0.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,2,3.0,0.0,4,9,1,,"25.226664,55.430499",Mirdiff,63D Street,-,Mirdiff Golden GAte,1,i4016,i4,2014-05-24,18:52:00,,251,389,1
1804,0.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,2,4.0,0.0,4,9,1,,"25.224723,55.432903",Mirdiff,55A Street,-,Mirdiff Mall,1,i4016,i4,2014-05-24,20:24:00,,251,389,1
1805,0.0,2.0,1.0,0.0,5.0,1.0,0.0,5.0,2,2.0,0.0,4,10,1,,"25.226451,55.431229",MIRDIFF,58C STREET,VILLA 5,MIRDIFF GOLDEN GATE,1,i4016,i4,2014-05-24,20:59:00,,251,389,1
1807,0.0,2.0,1.0,0.0,6.0,1.0,0.0,6.0,2,2.0,0.0,4,9,1,,"25.225296,55.430832",MIRDIFF,58C STREET,VILLA 1,,1,i4015,i4,2014-05-24,19:13:00,,251,389,1
1808,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,4,9,1,,"25.222335,55.434190",MIRDIFF,58C STREET,VILLA 44B,MIRDIFF GOLDEN GATE,1,i4015,i4,2014-05-24,19:42:00,,251,389,1
1810,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2,2.0,0.0,2,7,1,,"25.254089,55.295391",Al-jaflia,-,-,-,1,i4001,i4,2014-05-22,17:55:00,,317,466,1
1811,0.0,2.0,1.0,2.0,7.0,3.0,2.0,7.0,1,4.0,0.0,2,10,1,,"25.238893,55.290542",al jaflia,-,-,-,1,i4001,i4,2014-05-22,19:36:00,,323,545,1
1812,0.0,2.0,1.0,0.0,7.0,0.0,0.0,7.0,2,5.0,0.0,2,10,1,,"25.243221,55.285392",Al Jafiliya,9a,-,-,1,i4002,i4,2014-05-22,18:02:00,,323,537,1
1813,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,3.0,0.0,2,10,4,,"25.239514,55.290992",Al Jafiliya,15b,-,-,1,i4002,i4,2014-05-22,19:50:00,,323,545,1
1814,0.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,1,5.0,0.0,4,9,1,,"25.243648,55.286400",Al Jafiliya,-,-,-,1,i4006,i4,2014-05-22,18:05:00,,323,537,1
1815,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,2,4,1,,"25.240601,55.291057",Al Jafliya,-,-,-,1,i4006,i4,2014-05-22,19:50:00,,323,545,1
1817,0.0,2.0,5.0,0.0,3.0,1.0,0.0,3.0,2,2.0,0.0,3,10,1,,"25.238990,55.287194",Jaffilyah,34,6A,,1,i4008,i4,2014-05-22,20:23:00,,323,541,1
1818,0.0,1.0,2.0,0.0,4.0,3.0,0.0,4.0,1,5.0,0.0,2,6,1,,"25.243648,55.277925",Jafiliya,-,-,-,1,i4010,i4,2014-05-22,17:56:00,,322,525,1
1821,0.0,2.0,20.0,0.0,5.0,0.0,0.0,5.0,2,1.0,0.0,2,10,3,,"25.237942,55.280349",al jafaliya,,al rais4,,1,i4023,i4,2014-05-22,18:13:00,,323,538,1
1822,0.0,2.0,36.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,2,10,3,,"25.237942,55.280424",al jafaliya,,al rais4,,1,i4023,i4,2014-05-22,19:43:00,,323,538,1
1823,0.0,2.0,36.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,2,10,3,,"25.237845,55.280542",al jafiliya,,al rais4,,1,i4023,i4,2014-05-22,20:12:00,,323,538,1
1827,0.0,2.0,8.0,0.0,2.0,0.0,0.0,1.0,2,1.0,0.0,1,3,3,,"25.237447,55.280221",Al Jafiliya,-,Jafla Building,Alhana Centre,1,i4014,i4,2014-05-22,17:50:00,,323,539,1
1828,0.0,2.0,36.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,1,6,3,,"25.237883,55.280339",Al Jafliya,-,Al Rais 4,Alhana Centre,1,i4014,i4,2014-05-22,18:45:00,,323,538,1
1829,0.0,2.0,36.0,0.0,5.0,0.0,0.0,4.0,2,2.0,0.0,1,6,3,,"25.237932,55.280424",Al Jafliya,-,Al Rais 4,Alhana Centre,1,i4014,i4,2014-05-22,19:40:00,,323,538,1
1830,0.0,2.0,1.0,1.0,6.0,2.0,1.0,6.0,2,4.0,0.0,1,8,1,,"25.243337,55.283418",Al Jafiliya,Al Mankhol Road ,Villa 175,-,1,i4003,i4,2014-05-22,18:56:00,,323,537,1
1831,0.0,30.0,360.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,1,4,3,,"25.211464,55.276551",Trade Centre,,oasis tower,,1,i4026,i4,2014-05-22,18:33:00,,336,591,1
1832,0.0,30.0,360.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,1,4,3,,"25.211542,55.276508",Trade centre 2,,Oasis tower,,1,i4026,i4,2014-05-22,18:59:00,,336,591,1
1833,0.0,30.0,360.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,1,7,3,,"25.211561,55.276487",trade centre 2,,oasis tower,,1,i4026,i4,2014-05-22,19:20:00,,336,591,1
1834,0.0,8.0,66.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,1,7,3,,"25.209261,55.274974",trade centre 2,,,,1,i4026,i4,2014-05-22,20:41:00,,336,592,1
1836,0.0,2.0,1.0,0.0,6.0,3.0,0.0,6.0,1,5.0,0.0,2,9,1,,"25.239659,55.287527",Al Jafiliya,36th Street,,,1,i4018,i4,2014-05-22,17:56:00,,323,541,1
1837,0.0,1.0,1.0,0.0,8.0,2.0,0.0,7.0,1,6.0,0.0,3,9,1,,"25.239116,55.287580",Al Jafiliya,36th Street,,,1,i4018,i4,2014-05-22,20:21:00,,323,541,1
1838,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2,0.0,0.0,2,4,1,,"25.239116,55.287580",Al Jafiliya,,,,1,i4018,i4,2014-05-22,21:11:00,,323,541,1
1840,0.0,30.0,360.0,0.0,2.0,0.0,0.0,2.0,2,0.0,0.0,1,2,3,,"25.211328,55.276701",Trade Center 2,-,Oaisa Tower,-,1,I4005,i4,2014-05-22,18:32:00,,336,591,1
1841,0.0,30.0,360.0,0.0,1.0,0.0,0.0,1.0,2,1.0,0.0,1,2,3,,"25.211523,55.276530",Trade Center 2,-,Osisa Center,-,1,I4005,i4,2014-05-22,18:56:00,,336,591,1
1842,0.0,30.0,360.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,1,3,3,,"25.211503,55.276487",Trade Cenre 2,-,Oaisa Center,-,1,I4005,i4,2014-05-22,19:07:00,,336,591,1
1843,0.0,30.0,360.0,1.0,2.0,0.0,1.0,2.0,2,1.0,0.0,1,2,3,,"25.211503,55.276444",Trade Center 2,-,Oasis Center,-,1,I4005,i4,2014-05-22,19:19:00,,336,591,1
1844,0.0,8.0,66.0,0.0,2.0,0.0,0.0,2.0,2,0.0,0.0,1,2,3,,"25.209271,55.274942",Trade Center 2,-,Al Kawakeb,-,1,I4005,i4,2014-05-22,20:41:00,,336,592,1
1845,0.0,8.0,66.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,1,2,3,,"25.209241,55.275092",Trade Center 2,-,Al Kawakeb ,-,1,I4005,i4,2014-05-22,20:58:00,,336,592,1
1846,0.0,3.0,49.0,1.0,5.0,0.0,1.0,3.0,2,2.0,0.0,4,5,3,,"25.236505,55.279888",Al Jafilya,Mankhool Road,Golden Fork Building,Alhana Centre,1,i4016,i4,2014-05-22,17:55:00,,323,539,1
1847,0.0,3.0,50.0,0.0,3.0,0.0,0.0,3.0,2,2.0,0.0,2,10,3,,"25.237738,55.280499",Jafilya,Mankhool Road,Al Rais 4,Alhana Centre,1,i4016,i4,2014-05-22,20:16:00,,323,538,1
1849,0.0,3.0,50.0,2.0,3.0,0.0,2.0,3.0,2,1.0,0.0,2,5,3,,"25.235845,55.279727",Al jafilya,Mankhool Road,Golden Fork Building,Alhana Centre,1,i4016,i4,2014-05-22,21:16:00,,323,539,1
1850,0.0,3.0,50.0,2.0,2.0,0.0,2.0,2.0,2,0.0,0.0,2,3,3,,"25.236040,55.279652",Al Jafilya,Mankhool Road,Golden Fork building,Alhana Centre,1,i4016,i4,2014-05-22,21:27:00,,323,539,1
1851,0.0,3.0,50.0,0.0,2.0,0.0,0.0,1.0,2,0.0,0.0,2,5,3,,"25.235787,55.279609",JAFFLIYA,MANKHOOL ROAD,GOLDEN FORK BUILDING,AL HANA CENTRE,1,i4015,i4,2014-05-22,18:25:00,,323,539,1
1852,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2,0.0,0.0,1,2,3,,"25.245695,55.303406",JAFFLIYA,MANKHOOL ROAD,GOLDEN FORK BUILDING,AL HANA CENTRE,1,i4015,i4,2014-05-22,18:54:00,,318,489,1
1853,0.0,3.0,50.0,0.0,4.0,0.0,0.0,3.0,2,2.0,0.0,2,6,3,,"25.235952,55.279652",JAFFLIYA,MANKHOOL ROAD,GOLDEN FORK BUILDING,AL HANA CENTRE,1,i4015,i4,2014-05-22,18:56:00,,323,539,1
1854,0.0,3.0,50.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,2,7,3,,"25.236049,55.279716",JAFFLIYA,MANKHOOL ROAD,GOLDEN FORK BLDG,AL HANA CENTRE,1,i4015,i4,2014-05-22,20:12:00,,323,539,1
1855,0.0,3.0,50.0,0.0,3.0,0.0,0.0,1.0,2,2.0,0.0,2,6,3,,"25.236010,55.279577",JAFFLIYA,MANKHOOL ROAD,GOLDEN FORK BLDG,AL HANA CENTRE,1,i4015,i4,2014-05-22,20:29:00,,323,539,1
1856,0.0,3.0,50.0,0.0,4.0,0.0,0.0,3.0,2,2.0,0.0,2,7,3,,"25.236059,55.279791",JAFFLIYA,MANKHOOL ROAD,GOLDEN FORK BUILDING,AL HANA CENTRE,1,i4015,i4,2014-05-22,20:37:00,,323,539,1
1857,0.0,3.0,64.0,0.0,4.0,0.0,0.0,4.0,3,0.0,0.0,1,10,5,,"25.233409,55.285478",Al Jafiliya,-,Al Duwis,-,1,i4004,i4,2014-05-22,20:41:00,,323,543,1
1858,0.0,8.0,128.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,2,2,3,,"25.110744,55.179477",Sufouh 1,-,Pearl Residents,-,1,i4021,i4,2014-05-22,13:16:00,,372,799,1
1859,0.0,8.0,128.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,2,3,3,,"25.110744,55.179520",Sufouh 1,-,Pearl Residents,-,1,i4021,i4,2014-05-22,13:34:00,,372,799,1
1860,0.0,8.0,128.0,0.0,2.0,0.0,0.0,1.0,2,0.0,0.0,2,4,3,,"25.110685,55.179520",Sufouh 1,-,Pearl Residents,-,1,i4021,i4,2014-05-22,13:44:00,,372,799,1
1862,0.0,2.0,1.0,2.0,4.0,0.0,2.0,4.0,1,1.0,0.0,4,7,1,,"25.069584,55.153835",Al Thanya 4,15,Villa 9,-,1,i4003,i4,2014-05-27,17:38:00,,394,819,1
1863,0.0,2.0,1.0,1.0,5.0,0.0,1.0,5.0,2,2.0,0.0,3,7,1,,"25.074307,55.152955",Al Thanya 4,11,Villa 21,-,1,i4003,i4,2014-05-27,19:58:00,,394,819,1
1864,0.0,2.0,4.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,4,10,1,,"25.064064,55.187159",Althanyah forth,1,30,-,1,i4008,i4,2014-05-27,18:49:00,,394,819,1
1865,0.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2,1.0,0.0,4,10,1,,"25.062626,55.185013",Al thanyah forth,1,25,,1,i4008,i4,2014-05-27,19:27:00,,394,819,1
1867,0.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2,2.0,2.0,4,5,1,,"25.062898,55.185152",Al thanyah forth,1,23,,1,i4008,i4,2014-05-27,20:03:00,,394,819,1
1868,0.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,2,2.0,0.0,9,10,1,,"25.062743,55.184991",A lthanyah forth,1,19,,1,i4008,i4,2014-05-27,20:19:00,,394,819,1
1869,0.0,2.0,5.0,0.0,3.0,0.0,0.0,3.0,2,1.0,2.0,4,10,1,,"25.062820,55.184991",al thanyah forth,1,18,,1,i4008,i4,2014-05-27,20:36:00,,394,819,1
1870,0.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,2,5,1,,"25.070790,55.153899",Al Thanya4,-,-,-,1,i4010,i4,2014-05-27,17:36:00,,394,819,1
1871,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,1,3.0,0.0,2,6,1,,"25.070809,55.154157",Al Thanyah 4,-,-,-,1,i4010,i4,2014-05-27,18:08:00,,394,819,1
1872,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,1,3.0,3.0,3,5,1,,"25.070673,55.154285",Al Thanyah 4,-,-,-,1,i4010,i4,2014-05-27,18:25:00,,394,819,1
1873,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2.0,3.0,4,9,1,,"25.072111,55.152912",Al Thanyah 4,-,-,-,1,i4010,i4,2014-05-27,19:44:00,,394,819,1
1874,0.0,3.0,90.0,0.0,3.0,0.0,0.0,3.0,2,2.0,0.0,1,10,3,,"25.251421,55.306399",al karama,9a,dar al aman 3,,1,i4023,i4,2014-05-27,17:39:00,,318,485,1
1875,0.0,3.0,90.0,1.0,3.0,0.0,1.0,3.0,2,1.0,0.0,1,10,3,,"25.250712,55.305058",al karama,,dar al aman3,,1,i4023,i4,2014-05-27,20:16:00,,318,486,1
1876,0.0,3.0,90.0,0.0,3.0,0.0,0.0,3.0,2,2.0,0.0,1,10,3,,"25.250848,55.305476",al karama,,dar al aman3,,1,i4023,i4,2014-05-27,20:39:00,,318,486,1
1877,0.0,3.0,90.0,0.0,3.0,0.0,0.0,3.0,2,0.0,0.0,1,10,3,,"25.250906,55.305144",al karama,,dar al aman3,,1,i4023,i4,2014-05-27,20:53:00,,318,486,1
1879,0.0,3.0,50.0,0.0,4.0,0.0,0.0,4.0,2,3.0,0.0,1,10,3,,"25.244250,55.300455",al karama,,savsbld,,1,i4023,i4,2014-05-27,22:06:00,,318,492,1
1880,0.0,3.0,10.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,1,10,3,,"25.239281,55.320336",al karama ,,poioneer 20,,1,i4023,i4,2014-05-27,22:45:00,,315,505,1
1882,0.0,2.0,4.0,0.0,3.0,1.0,0.0,3.0,1,4.0,0.0,4,7,1,,"25.069934,55.153084",al thanyah 4	,,,,1,i4025,i4,2014-05-27,18:04:00,,394,819,1
1883,0.0,2.0,4.0,0.0,4.0,2.0,0.0,4.0,1,2.0,0.0,3,6,1,,"25.074657,55.153728",al thurayah 4,,,,1,i4025,i4,2014-05-27,19:35:00,,394,819,1
1884,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,1,3.0,0.0,1,10,1,,"25.069565,55.153599",Al thanyah 4 ,Meadows 2,Villa 16,-,1,i4026,i4,2014-05-27,18:15:00,,394,819,1
1885,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1,3.0,0.0,4,8,1,,"25.073860,55.153770",al thanyah 4 ,,,,1,i4026,i4,2014-05-27,20:08:00,,394,819,1
1886,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2,2.0,0.0,1,10,1,,"25.073569,55.154028",Al Thanyah 4,-,Villa 14,-,1,i4026,i4,2014-05-27,20:35:00,,394,819,1
1887,0.0,3.0,23.0,0.0,5.0,0.0,0.0,5.0,2,3.0,0.0,2,10,3,,"25.241474,55.301614",Al Karama,9 A Street,Al Wasl Building,-,1,i4004,i4,2014-05-27,17:25:00,,318,492,1
1888,0.0,3.0,42.0,0.0,3.0,0.0,0.0,3.0,2,1.0,0.0,2,10,3,,"25.249713,55.302633",Al Karama,11 Street,Al Abdula Khadar,-,1,i4004,i4,2014-05-27,19:13:00,,318,487,1
1889,0.0,3.0,12.0,0.0,2.0,0.0,0.0,2.0,2,0.0,0.0,2,10,3,,"25.241998,55.300648",Al Karama,37 B Street,-,-,1,i4004,i4,2014-05-27,20:26:00,,318,492,1
1890,0.0,3.0,12.0,1.0,5.0,0.0,1.0,5.0,2,1.0,0.0,3,5,3,,"25.248131,55.304554",Al Karama,10 A Street,Sheikh Hamdan Colony R4,-,1,i4004,i4,2014-05-27,23:41:00,,318,488,1
1891,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,1,2.0,0.0,3,10,1,,"25.064424,55.187877",Al Thanyah 4,Street 6,,Springs 5,1,i4014,i4,2014-05-27,17:36:00,,394,819,1
1892,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2,2.0,0.0,3,6,1,,"25.065202,55.187362",Al Thanyah 4,Street 2,-,Springs 5,1,i4014,i4,2014-05-27,17:52:00,,394,819,1
1893,0.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1,2.0,0.0,3,7,1,,"25.065143,55.188189",Al Thanyah 4,Street 2,-,Springs 5,1,i4014,i4,2014-05-27,18:18:00,,394,819,1
1894,0.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,1,2.0,0.0,3,6,1,,"25.064997,55.189272",Al Thanyah 4,Street 7,-,Springs 5,1,i4014,i4,2014-05-27,20:01:00,,394,819,1
1895,0.0,2.0,1.0,1.0,3.0,0.0,1.0,3.0,2,2.0,0.0,3,6,1,,"25.064754,55.189122",Al Thanyah 4,Street 7,,Springs 5,1,i4014,i4,2014-05-27,20:11:00,,394,819,1
1896,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,2,2.0,0.0,4,8,1,,"25.074152,55.150852",Al thaniya 3,13,Meadows 2,-,1,i4021,i4,2014-05-27,18:11:00,,394,819,1
1897,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,1,3.0,0.0,1,10,1,,"25.069429,55.154307",Al thanyah 4,Meadows 2 ,Vila 6 ,Meadows 2,1,i4007,i4,2014-05-27,17:36:00,,394,819,1
1898,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,1,3.0,0.0,1,10,1,,"25.069390,55.154371",Al Thanyah 4,Meadows 2,Villa 24,-,1,i4007,i4,2014-05-27,19:31:00,,394,819,1
1899,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,2,10,1,,"25.062004,55.185893",al thanya 4,-,-,-,1,i4012,i4,2014-05-27,18:27:00,,394,819,1
1900,0.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,2,3.0,0.0,2,10,1,,"25.062267,55.186311",thanya 4,-,-,-,1,i4012,i4,2014-05-27,18:43:00,,394,819,1
1901,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2,2.0,0.0,2,10,1,,"25.062267,55.186343",thanya 4,-,-,-,1,i4012,i4,2014-05-27,19:39:00,,394,819,1
1902,0.0,3.0,24.0,0.0,5.0,0.0,0.0,5.0,2,1.0,0.0,2,10,3,,"25.240872,55.303996",Al Karama,33B Street,,,1,i4018,i4,2014-05-27,17:26:00,,318,498,1
1903,0.0,3.0,24.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,2,5,3,,"25.240872,55.303996",Al Karama,33B Street,,,1,i4018,i4,2014-05-27,18:53:00,,318,498,1
1904,0.0,3.0,24.0,0.0,4.0,0.0,0.0,4.0,2,0.0,0.0,2,10,3,,"25.240872,55.303996",Al Karama,33B Street,,,1,i4018,i4,2014-05-27,20:18:00,,318,498,1
1905,0.0,3.0,24.0,0.0,8.0,2.0,0.0,8.0,2,3.0,0.0,2,5,3,,"25.240872,55.303996",Al Karama,33B Street,Block N,Yahala Restaurant,1,i4018,i4,2014-05-27,20:36:00,,318,498,1
1906,0.0,4.0,56.0,0.0,4.0,0.0,0.0,3.0,2,3.0,1.0,1,10,3,,"25.238427,55.299017",Al Karama,,,,1,i4024,i4,2014-05-27,17:32:00,,318,495,1
1907,0.0,4.0,56.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,1,10,3,,"25.238543,55.299060",Al Karama,,,,1,i4024,i4,2014-05-27,19:09:00,,318,495,1
1908,0.0,4.0,56.0,0.0,4.0,0.0,0.0,4.0,2,1.0,0.0,1,10,3,,"25.238466,55.298889",Al Karama,,,,1,i4024,i4,2014-05-27,19:32:00,,318,495,1
1909,0.0,2.0,12.0,0.0,3.0,0.0,0.0,3.0,2,3.0,0.0,1,5,3,,"25.244133,55.300831",Al Karama,,,Karama Metro Station,1,i4024,i4,2014-05-27,20:54:00,,318,492,1
1910,0.0,4.0,56.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,1,10,3,,"25.238505,55.298867",Al Karama,,,,1,i4024,i4,2014-05-27,22:53:00,,318,495,1
1911,0.0,4.0,56.0,0.0,3.0,0.0,0.0,3.0,2,1.0,0.0,1,10,3,,"25.243997,55.301056",Al Karama,,,,1,i4024,i4,2014-05-27,23:49:00,,318,492,1
1912,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,3,10,1,,"25.068146,55.154757",Al Thanya 4,,,,1,i4028,i4,2014-05-27,18:55:00,,394,819,1
1913,0.0,2.0,1.0,0.0,7.0,0.0,0.0,7.0,2,3.0,0.0,3,10,1,,"25.068068,55.154757",Al Thanyah 4 ,,,,1,i4028,i4,2014-05-27,19:30:00,,394,819,1
1915,0.0,3.0,15.0,2.0,2.0,0.0,2.0,2.0,1,1.0,0.0,3,2,3,,"25.238155,55.301185",Al Karma,-,Ali Salem & Sons Building,-,1,I4005,i4,2014-05-27,18:54:00,,318,495,1
1916,0.0,3.0,15.0,0.0,3.0,0.0,0.0,3.0,2,1.0,0.0,3,2,3,,"25.238213,55.300949",Al Karama,-,Ali Salem & Sons Building,-,1,I4005,i4,2014-05-27,19:23:00,,318,495,1
1917,0.0,3.0,55.0,0.0,4.0,0.0,0.0,4.0,1,1.0,0.0,3,2,3,,"25.238272,55.300841",Al Karama,-,Ali Sons & Trading Building,-,1,I4005,i4,2014-05-27,19:44:00,,318,495,1
1918,0.0,4.0,56.0,0.0,3.0,0.0,0.0,3.0,1,1.0,0.0,2,2,3,,"25.239067,55.297666",Al Karma,-,,-,1,I4005,i4,2014-05-27,20:11:00,,318,495,1
1919,0.0,4.0,56.0,1.0,3.0,0.0,1.0,3.0,1,2.0,0.0,2,2,3,,"25.239126,55.297709",Al Karma,-,-,,1,I4005,i4,2014-05-27,20:30:00,,318,495,1
1920,0.0,4.0,56.0,0.0,3.0,0.0,0.0,3.0,2,1.0,0.0,2,2,3,,"25.239067,55.297709",Al Karma,-,-,-,1,I4005,i4,2014-05-27,20:45:00,,318,495,1
1921,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2.0,0.0,2,8,1,,"25.063958,55.187309",Al Thanyah 4,Street 6,-,Big Spinneys,1,i4016,i4,2014-05-27,19:28:00,,394,819,1
1922,0.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,1,1.0,0.0,3,10,1,,"25.064823,55.187513",Al Thanyah 4,6 street,-,Big Spinneys,1,i4016,i4,2014-05-27,19:38:00,,394,819,1
1923,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1,2.0,0.0,3,10,1,,"25.065571,55.188607",Al Thanyah 4,2nd street,-,Big Spinneys,1,i4016,i4,2014-05-27,20:35:00,,394,819,1
1924,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,3,8,1,,"25.065483,55.189004",Al Thanyah 4,2nd Street,-,Big Spinneys,1,i4016,i4,2014-05-27,20:52:00,,394,819,1
1925,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,2,2.0,0.0,3,7,1,,"25.065483,55.189272",Al Thanyah 4,2nd street,-,Big Spinneys,1,i4016,i4,2014-05-27,22:24:00,,394,819,1
1926,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2,2.0,0.0,2,8,1,,"25.064618,55.187266",AL THANYAH 4,6STREET,VILLA 14 - SPRINGS 5,-,1,i4015,i4,2014-05-27,19:14:00,,394,819,1
1928,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,1,2.0,0.0,2,8,1,,"25.064657,55.187609",AL THANYAH 4,STREET 6,VILLA 5,-,1,i4015,i4,2014-05-27,19:49:00,,394,819,1
1929,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2,2.0,0.0,2,9,1,,"25.065046,55.187137",THANYAH 4,STREET 2,VILLA 36,-,1,i4015,i4,2014-05-27,20:11:00,,394,819,1
1930,0.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,1,2.0,0.0,2,9,1,,"25.065513,55.188253",THANYAH 4,STREET 2,VILLA 32,-,1,i4015,i4,2014-05-27,20:21:00,,394,819,1
1932,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1,2.0,0.0,2,9,1,,"25.064997,55.187716",THANYAH 4,STREET 2,VILLA 37,-,1,i4015,i4,2014-05-27,21:08:00,,394,819,1
1933,0.0,4.0,56.0,0.0,3.0,0.0,0.0,3.0,2,1.0,0.0,2,6,3,,"25.240329,55.315948",oud mehta,-,-,-,1,i4001,i4,2014-05-28,18:26:00,,319,503,1
1934,0.0,4.0,56.0,2.0,2.0,0.0,2.0,2.0,2,1.0,0.0,2,10,3,,"25.240892,55.316033",oud mehta,-,-,-,1,i4001,i4,2014-05-28,18:42:00,,319,503,1
1935,0.0,4.0,56.0,0.0,2.0,0.0,0.0,2.0,2,1.0,0.0,2,10,3,,"25.241008,55.316033",oud mehta,-,-,-,1,i4001,i4,2014-05-28,18:58:00,,319,503,1
1936,0.0,4.0,56.0,0.0,5.0,0.0,0.0,5.0,2,0.0,0.0,2,10,3,,"25.239999,55.314789",oud mehta,-,_,-,1,i4001,i4,2014-05-28,19:19:00,,319,503,1
